Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
1,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22086.50,22025.50,1/2/2025 8:00:00 AM,1/2/2025 9:05:00 AM,LumiShort,Profit target,$1220.00,$1220.00,$0.00,$0.00,$0.00,$0.00,$0.00,$710.00,$1220.00,$0.00,14,
2,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,21880.00,21930.75,1/3/2025 7:40:00 AM,1/3/2025 9:20:00 AM,LumiLong,Profit target,$1015.00,$2235.00,$0.00,$0.00,$0.00,$0.00,$0.00,$70.00,$1015.00,$0.00,21,
3,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22386.00,22316.75,1/6/2025 8:30:00 AM,1/6/2025 9:20:00 AM,LumiShort,Profit target,$1385.00,$3620.00,$0.00,$0.00,$0.00,$0.00,$0.00,$510.00,$1385.00,$0.00,11,
4,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22414.25,22435.25,1/7/2025 9:55:00 AM,1/7/2025 9:55:00 AM,LumiShort,Stop loss,($420.00),$3200.00,$0.00,$0.00,$0.00,$0.00,$0.00,$420.00,$0.00,$420.00,1,
5,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,21961.75,21972.75,1/8/2025 8:05:00 PM,1/8/2025 8:10:00 PM,LumiLong,Sell,$220.00,$3420.00,$0.00,$0.00,$0.00,$0.00,$0.00,$115.00,$255.00,$35.00,2,
6,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,21947.50,21957.00,1/9/2025 9:30:00 AM,1/9/2025 9:30:00 AM,LumiLong,Exit on session close,$190.00,$3610.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$365.00,$175.00,1,
7,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,21614.50,21589.75,1/10/2025 11:15:00 AM,1/10/2025 11:15:00 AM,LumiLong,Stop loss,($495.00),$3115.00,$0.00,$0.00,$0.00,$0.00,$0.00,$495.00,$0.00,$495.00,1,
8,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,21682.50,21683.00,1/13/2025 9:00:00 PM,1/13/2025 9:05:00 PM,LumiShort,Buy to cover,($10.00),$3105.00,$0.00,$0.00,$0.00,$0.00,$0.00,$40.00,$65.00,$75.00,2,
9,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,21539.75,21552.50,1/14/2025 1:15:00 PM,1/14/2025 1:20:00 PM,LumiLong,Profit target,$255.00,$3360.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$255.00,$0.00,2,
10,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,21643.25,21672.25,1/15/2025 7:40:00 AM,1/15/2025 8:35:00 AM,LumiShort,Stop loss,($580.00),$2780.00,$0.00,$0.00,$0.00,$0.00,$0.00,$580.00,$150.00,$730.00,12,
11,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,21864.00,21857.50,1/16/2025 4:45:00 PM,1/16/2025 4:50:00 PM,LumiLong,Sell,($130.00),$2650.00,$0.00,$0.00,$0.00,$0.00,$0.00,$215.00,$40.00,$170.00,2,
12,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,21998.25,22003.25,1/17/2025 7:25:00 AM,1/17/2025 7:25:00 AM,LumiLong,Profit target,$100.00,$2750.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,1,
13,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22379.25,22324.00,1/20/2025 10:10:00 AM,1/20/2025 10:45:00 AM,LumiShort,Profit target,$1105.00,$3855.00,$0.00,$0.00,$0.00,$0.00,$0.00,$315.00,$1105.00,$0.00,8,
14,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22382.50,22382.50,1/21/2025 3:15:00 PM,1/21/2025 3:15:00 PM,LumiShort,Stop loss,$0.00,$3855.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,1,
15,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22661.75,22661.50,1/22/2025 11:20:00 AM,1/22/2025 11:20:00 AM,LumiShort,Profit target,$5.00,$3860.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,$0.00,1,
16,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,22538.00,22538.00,1/23/2025 7:30:00 AM,1/23/2025 8:10:00 AM,LumiLong,Stop loss,$0.00,$3860.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$530.00,$530.00,9,
17,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22664.75,22681.25,1/24/2025 8:40:00 AM,1/24/2025 9:10:00 AM,LumiShort,Stop loss,($330.00),$3530.00,$0.00,$0.00,$0.00,$0.00,$0.00,$330.00,$265.00,$595.00,7,
18,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22181.50,22205.25,1/28/2025 2:20:00 PM,1/28/2025 2:20:00 PM,LumiShort,Stop loss,($475.00),$3055.00,$0.00,$0.00,$0.00,$0.00,$0.00,$475.00,$0.00,$475.00,1,
19,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22304.50,22304.50,1/30/2025 9:20:00 AM,1/30/2025 9:30:00 AM,LumiShort,Stop loss,$0.00,$3055.00,$0.00,$0.00,$0.00,$0.00,$0.00,$35.00,$765.00,$765.00,3,
20,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22022.00,22062.50,2/3/2025 12:45:00 PM,2/3/2025 12:55:00 PM,LumiShort,Stop loss,($810.00),$2245.00,$0.00,$0.00,$0.00,$0.00,$0.00,$810.00,$390.00,$1200.00,3,
21,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22103.25,22103.25,2/4/2025 9:15:00 AM,2/4/2025 9:15:00 AM,LumiShort,Stop loss,$0.00,$2245.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,1,
22,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22155.00,22155.00,2/5/2025 7:35:00 AM,2/5/2025 7:45:00 AM,LumiShort,Stop loss,$0.00,$2245.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.00,$235.00,$235.00,3,
23,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22427.75,22470.25,2/6/2025 11:00:00 AM,2/6/2025 11:20:00 AM,LumiShort,Stop loss,($850.00),$1395.00,$0.00,$0.00,$0.00,$0.00,$0.00,$850.00,$320.00,$1170.00,5,
24,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22517.75,22514.00,2/7/2025 7:40:00 AM,2/7/2025 8:10:00 AM,LumiShort,Profit target,$75.00,$1470.00,$0.00,$0.00,$0.00,$0.00,$0.00,$185.00,$75.00,$0.00,7,
25,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22486.25,22529.25,2/10/2025 12:20:00 PM,2/10/2025 1:25:00 PM,LumiShort,Stop loss,($860.00),$610.00,$0.00,$0.00,$0.00,$0.00,$0.00,$860.00,$260.00,$1120.00,14,
26,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22466.00,22474.25,2/11/2025 7:05:00 PM,2/11/2025 7:05:00 PM,LumiShort,Stop loss,($165.00),$445.00,$0.00,$0.00,$0.00,$0.00,$0.00,$165.00,$0.00,$165.00,1,
27,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22436.00,22467.75,2/12/2025 1:55:00 PM,2/12/2025 2:45:00 PM,LumiShort,Stop loss,($635.00),($190.00),$0.00,$0.00,$0.00,$0.00,$0.00,$635.00,$450.00,$1085.00,11,
28,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22628.25,22608.50,2/13/2025 12:30:00 PM,2/13/2025 12:35:00 PM,LumiShort,Profit target,$395.00,$205.00,$0.00,$0.00,$0.00,$0.00,$0.00,$95.00,$395.00,$0.00,2,
29,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22777.00,22794.25,2/14/2025 9:55:00 AM,2/14/2025 9:55:00 AM,LumiShort,Stop loss,($345.00),($140.00),$0.00,$0.00,$0.00,$0.00,$0.00,$345.00,$0.00,$345.00,1,
30,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,22898.25,22890.75,2/17/2025 11:20:00 AM,2/17/2025 1:00:00 PM,LumiLong,Exit on session close,($150.00),($290.00),$0.00,$0.00,$0.00,$0.00,$0.00,$405.00,$180.00,$330.00,21,
31,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22943.50,22947.50,2/18/2025 7:30:00 AM,2/18/2025 7:30:00 AM,LumiShort,Stop loss,($80.00),($370.00),$0.00,$0.00,$0.00,$0.00,$0.00,$80.00,$0.00,$80.00,1,
32,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22901.25,22901.25,2/19/2025 7:30:00 AM,2/19/2025 7:50:00 AM,LumiShort,Stop loss,$0.00,($370.00),$0.00,$0.00,$0.00,$0.00,$0.00,$50.00,$245.00,$245.00,5,
33,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,22843.25,22843.25,2/20/2025 7:35:00 AM,2/20/2025 8:30:00 AM,LumiLong,Stop loss,$0.00,($370.00),$0.00,$0.00,$0.00,$0.00,$0.00,$40.00,$500.00,$500.00,12,
34,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22877.75,22855.00,2/21/2025 9:15:00 AM,2/21/2025 9:30:00 AM,LumiShort,Profit target,$455.00,$85.00,$0.00,$0.00,$0.00,$0.00,$0.00,$205.00,$455.00,$0.00,4,
35,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,22423.00,22400.00,2/24/2025 9:30:00 AM,2/24/2025 9:30:00 AM,LumiShort,Profit target,$460.00,$545.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$460.00,$0.00,1,
36,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,21868.25,21868.25,2/25/2025 2:00:00 PM,2/25/2025 2:00:00 PM,LumiLong,Stop loss,$0.00,$545.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,1,
37,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,21942.50,21928.75,2/26/2025 8:55:00 AM,2/26/2025 8:55:00 AM,LumiShort,Profit target,$275.00,$820.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$275.00,$0.00,1,
38,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,21759.25,21739.25,2/27/2025 1:45:00 PM,2/27/2025 1:45:00 PM,LumiLong,Stop loss,($400.00),$420.00,$0.00,$0.00,$0.00,$0.00,$0.00,$400.00,$0.00,$400.00,1,
39,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,21284.50,21249.75,2/28/2025 7:35:00 AM,2/28/2025 7:40:00 AM,LumiLong,Stop loss,($695.00),($275.00),$0.00,$0.00,$0.00,$0.00,$0.00,$695.00,$15.00,$710.00,2,
40,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,21709.00,21736.75,3/3/2025 8:20:00 AM,3/3/2025 9:05:00 AM,LumiShort,Stop loss,($555.00),($830.00),$0.00,$0.00,$0.00,$0.00,$0.00,$555.00,$385.00,$940.00,10,
41,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,21076.25,21034.25,3/5/2025 9:30:00 AM,3/5/2025 9:40:00 AM,LumiLong,Stop loss,($840.00),($1670.00),$0.00,$0.00,$0.00,$0.00,$0.00,$840.00,$600.00,$1440.00,3,
42,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,21010.00,21003.75,3/6/2025 11:45:00 AM,3/6/2025 11:45:00 AM,LumiLong,Stop loss,($125.00),($1795.00),$0.00,$0.00,$0.00,$0.00,$0.00,$125.00,$0.00,$125.00,1,
43,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,20714.75,20714.75,3/7/2025 9:20:00 AM,3/7/2025 9:20:00 AM,LumiLong,Stop loss,$0.00,($1795.00),$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,1,
44,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,20305.25,20305.25,3/10/2025 11:55:00 AM,3/10/2025 11:55:00 AM,LumiLong,Stop loss,$0.00,($1795.00),$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,1,
45,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,20100.75,20103.50,3/11/2025 7:30:00 PM,3/11/2025 7:35:00 PM,LumiLong,Sell,$55.00,($1740.00),$0.00,$0.00,$0.00,$0.00,$0.00,$265.00,$55.00,$0.00,2,
46,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,20253.25,20253.25,3/12/2025 8:25:00 AM,3/12/2025 8:25:00 AM,LumiShort,Stop loss,$0.00,($1740.00),$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,1,
47,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,19977.25,20034.75,3/13/2025 2:40:00 PM,3/13/2025 3:05:00 PM,LumiLong,Profit target,$1150.00,($590.00),$0.00,$0.00,$0.00,$0.00,$0.00,$175.00,$1150.00,$0.00,6,
48,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,20133.75,20148.75,3/14/2025 9:30:00 AM,3/14/2025 9:35:00 AM,LumiShort,Stop loss,($300.00),($890.00),$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$420.00,$720.00,2,
49,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,20372.00,20372.00,3/17/2025 7:25:00 AM,3/17/2025 7:25:00 AM,LumiShort,Stop loss,$0.00,($890.00),$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,1,
50,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,20149.50,20149.50,3/18/2025 12:25:00 PM,3/18/2025 12:45:00 PM,LumiLong,Stop loss,$0.00,($890.00),$0.00,$0.00,$0.00,$0.00,$0.00,$15.00,$1120.00,$1120.00,5,
51,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,20379.50,20381.25,3/19/2025 2:40:00 PM,3/19/2025 2:40:00 PM,LumiShort,Stop loss,($35.00),($925.00),$0.00,$0.00,$0.00,$0.00,$0.00,$35.00,$0.00,$35.00,1,
52,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,20477.50,20498.00,3/20/2025 11:50:00 AM,3/20/2025 11:50:00 AM,LumiShort,Stop loss,($410.00),($1335.00),$0.00,$0.00,$0.00,$0.00,$0.00,$410.00,$0.00,$410.00,1,
53,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,20166.00,20166.00,3/21/2025 10:45:00 AM,3/21/2025 10:45:00 AM,LumiLong,Stop loss,$0.00,($1335.00),$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,1,
54,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,20807.00,20807.00,3/24/2025 12:05:00 PM,3/24/2025 12:05:00 PM,LumiShort,Stop loss,$0.00,($1335.00),$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,1,
55,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,20829.25,20838.25,3/25/2025 7:25:00 AM,3/25/2025 7:30:00 AM,LumiShort,Stop loss,($180.00),($1515.00),$0.00,$0.00,$0.00,$0.00,$0.00,$180.00,$15.00,$195.00,2,
56,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,20914.75,20932.00,3/26/2025 8:35:00 AM,3/26/2025 8:50:00 AM,LumiShort,Stop loss,($345.00),($1860.00),$0.00,$0.00,$0.00,$0.00,$0.00,$345.00,$255.00,$600.00,4,
57,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,20522.25,20509.50,3/27/2025 8:10:00 AM,3/27/2025 8:10:00 AM,LumiLong,Stop loss,($255.00),($2115.00),$0.00,$0.00,$0.00,$0.00,$0.00,$255.00,$0.00,$255.00,1,
58,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,19908.00,19952.25,3/28/2025 1:50:00 PM,3/28/2025 2:15:00 PM,LumiLong,Profit target,$885.00,($1230.00),$0.00,$0.00,$0.00,$0.00,$0.00,$160.00,$885.00,$0.00,6,
59,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,19664.25,19617.00,3/31/2025 9:00:00 AM,3/31/2025 9:30:00 AM,LumiLong,Stop loss,($945.00),($2175.00),$0.00,$0.00,$0.00,$0.00,$0.00,$945.00,$490.00,$1435.00,7,
60,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,20109.75,20106.25,4/1/2025 6:45:00 PM,4/1/2025 6:50:00 PM,LumiShort,Buy to cover,$70.00,($2105.00),$0.00,$0.00,$0.00,$0.00,$0.00,$140.00,$115.00,$45.00,2,
61,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,19930.00,19900.25,4/2/2025 7:25:00 AM,4/2/2025 7:40:00 AM,LumiLong,Stop loss,($595.00),($2700.00),$0.00,$0.00,$0.00,$0.00,$0.00,$595.00,$5.00,$600.00,4,
62,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,19334.75,19331.50,4/3/2025 12:15:00 PM,4/3/2025 12:15:00 PM,LumiLong,Stop loss,($65.00),($2765.00),$0.00,$0.00,$0.00,$0.00,$0.00,$65.00,$0.00,$65.00,1,
63,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,18497.25,18666.25,4/4/2025 8:15:00 AM,4/4/2025 8:35:00 AM,LumiLong,Profit target,$3380.00,$615.00,$0.00,$0.00,$0.00,$0.00,$0.00,$310.00,$3380.00,$0.00,5,
64,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,18276.50,18176.50,4/7/2025 9:00:00 PM,4/7/2025 9:00:00 PM,LumiShort,Profit target,$2000.00,$2615.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2000.00,$0.00,1,
65,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,17432.50,17486.75,4/8/2025 9:50:00 PM,4/8/2025 9:50:00 PM,LumiLong,Profit target,$1085.00,$3700.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1085.00,$0.00,1,
66,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,17450.00,17450.00,4/9/2025 7:40:00 AM,4/9/2025 7:40:00 AM,LumiLong,Stop loss,$0.00,$3700.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,1,
67,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,19269.75,19261.50,4/11/2025 3:45:00 PM,4/11/2025 4:05:00 PM,LumiShort,Buy to cover,$165.00,$3865.00,$0.00,$0.00,$0.00,$0.00,$0.00,$805.00,$560.00,$395.00,5,
68,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,19548.25,19548.25,4/14/2025 10:00:00 AM,4/14/2025 10:05:00 AM,LumiShort,Stop loss,$0.00,$3865.00,$0.00,$0.00,$0.00,$0.00,$0.00,$95.00,$1110.00,$1110.00,2,
69,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,19458.00,19494.25,4/15/2025 11:55:00 AM,4/15/2025 11:55:00 AM,LumiShort,Stop loss,($725.00),$3140.00,$0.00,$0.00,$0.00,$0.00,$0.00,$725.00,$0.00,$725.00,1,
70,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,19127.50,19127.50,4/16/2025 7:25:00 AM,4/16/2025 8:40:00 AM,LumiLong,Stop loss,$0.00,$3140.00,$0.00,$0.00,$0.00,$0.00,$0.00,$115.00,$970.00,$970.00,16,
71,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,18948.25,19061.25,4/17/2025 7:45:00 AM,4/17/2025 8:05:00 AM,LumiLong,Profit target,$2260.00,$5400.00,$0.00,$0.00,$0.00,$0.00,$0.00,$75.00,$2260.00,$0.00,5,
72,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,18581.25,18608.25,4/21/2025 9:35:00 AM,4/21/2025 9:35:00 AM,LumiLong,Profit target,$540.00,$5940.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$540.00,$0.00,1,
73,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,18776.00,18776.00,4/22/2025 12:00:00 PM,4/22/2025 12:00:00 PM,LumiShort,Stop loss,$0.00,$5940.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,1,
74,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,19380.00,19319.75,4/23/2025 7:25:00 AM,4/23/2025 8:00:00 AM,LumiShort,Profit target,$1205.00,$7145.00,$0.00,$0.00,$0.00,$0.00,$0.00,$75.00,$1205.00,$0.00,8,
75,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,19598.50,19637.25,4/24/2025 12:15:00 PM,4/24/2025 12:15:00 PM,LumiShort,Stop loss,($775.00),$6370.00,$0.00,$0.00,$0.00,$0.00,$0.00,$775.00,$0.00,$775.00,1,
76,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,20007.50,20005.25,4/25/2025 4:20:00 PM,4/25/2025 4:25:00 PM,LumiShort,Buy to cover,$45.00,$6415.00,$0.00,$0.00,$0.00,$0.00,$0.00,$110.00,$65.00,$20.00,2,
77,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,20026.25,20034.50,4/29/2025 11:00:00 AM,4/29/2025 11:00:00 AM,LumiShort,Stop loss,($165.00),$6250.00,$0.00,$0.00,$0.00,$0.00,$0.00,$165.00,$0.00,$165.00,1,
78,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,19885.25,19857.75,4/30/2025 1:10:00 PM,4/30/2025 1:10:00 PM,LumiLong,Stop loss,($550.00),$5700.00,$0.00,$0.00,$0.00,$0.00,$0.00,$550.00,$0.00,$550.00,1,
79,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,20445.75,20445.75,5/1/2025 1:45:00 PM,5/1/2025 2:05:00 PM,LumiShort,Stop loss,$0.00,$5700.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,$1040.00,$1040.00,5,
80,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,20683.25,20709.75,5/2/2025 12:30:00 PM,5/2/2025 12:40:00 PM,LumiShort,Stop loss,($530.00),$5170.00,$0.00,$0.00,$0.00,$0.00,$0.00,$530.00,$235.00,$765.00,3,
81,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,20449.00,20449.00,5/5/2025 8:35:00 AM,5/5/2025 9:45:00 AM,LumiLong,Stop loss,$0.00,$5170.00,$0.00,$0.00,$0.00,$0.00,$0.00,$380.00,$1125.00,$1125.00,15,
82,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,20476.75,20485.75,5/6/2025 8:20:00 PM,5/6/2025 8:25:00 PM,LumiShort,Buy to cover,($180.00),$4990.00,$0.00,$0.00,$0.00,$0.00,$0.00,$190.00,$135.00,$315.00,2,
83,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,20447.00,20409.75,5/7/2025 7:45:00 AM,5/7/2025 8:10:00 AM,LumiShort,Profit target,$745.00,$5735.00,$0.00,$0.00,$0.00,$0.00,$0.00,$180.00,$745.00,$0.00,6,
84,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,20734.50,20700.50,5/8/2025 1:50:00 PM,5/8/2025 2:00:00 PM,LumiShort,Profit target,$680.00,$6415.00,$0.00,$0.00,$0.00,$0.00,$0.00,$215.00,$680.00,$0.00,3,
85,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,20660.25,20696.75,5/9/2025 8:00:00 AM,5/9/2025 8:45:00 AM,LumiShort,Stop loss,($730.00),$5685.00,$0.00,$0.00,$0.00,$0.00,$0.00,$730.00,$265.00,$995.00,10,
86,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,21399.25,21399.25,5/12/2025 4:25:00 PM,5/12/2025 4:30:00 PM,LumiShort,Buy to cover,$0.00,$5685.00,$0.00,$0.00,$0.00,$0.00,$0.00,$60.00,$145.00,$145.00,2,
87,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,21743.25,21780.25,5/13/2025 2:15:00 PM,5/13/2025 3:00:00 PM,LumiShort,Stop loss,($740.00),$4945.00,$0.00,$0.00,$0.00,$0.00,$0.00,$740.00,$245.00,$985.00,10,
88,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,21776.75,21791.00,5/14/2025 9:00:00 AM,5/14/2025 9:15:00 AM,LumiShort,Stop loss,($285.00),$4660.00,$0.00,$0.00,$0.00,$0.00,$0.00,$285.00,$245.00,$530.00,4,
89,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,21850.50,21800.75,5/15/2025 3:00:00 PM,5/15/2025 3:30:00 PM,LumiShort,Profit target,$995.00,$5655.00,$0.00,$0.00,$0.00,$0.00,$0.00,$495.00,$995.00,$0.00,7,
90,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,21917.75,21927.75,5/16/2025 7:50:00 AM,5/16/2025 7:50:00 AM,LumiShort,Stop loss,($200.00),$5455.00,$0.00,$0.00,$0.00,$0.00,$0.00,$200.00,$0.00,$200.00,1,
91,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,21886.00,21886.00,5/19/2025 12:05:00 PM,5/19/2025 12:05:00 PM,LumiShort,Stop loss,$0.00,$5455.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,1,
92,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,21913.75,21881.25,5/20/2025 8:10:00 AM,5/20/2025 8:40:00 AM,LumiShort,Profit target,$650.00,$6105.00,$0.00,$0.00,$0.00,$0.00,$0.00,$250.00,$650.00,$0.00,7,
93,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,21641.75,21616.25,5/21/2025 3:55:00 PM,5/21/2025 3:55:00 PM,LumiLong,Stop loss,($510.00),$5595.00,$0.00,$0.00,$0.00,$0.00,$0.00,$510.00,$0.00,$510.00,1,
94,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,21657.00,21614.25,5/22/2025 9:15:00 AM,5/22/2025 9:35:00 AM,LumiLong,Stop loss,($855.00),$4740.00,$0.00,$0.00,$0.00,$0.00,$0.00,$855.00,$180.00,$1035.00,5,
95,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,21247.25,21315.50,5/23/2025 9:25:00 AM,5/23/2025 9:35:00 AM,LumiLong,Profit target,$1365.00,$6105.00,$0.00,$0.00,$0.00,$0.00,$0.00,$495.00,$1365.00,$0.00,3,
96,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,21718.25,21732.75,5/26/2025 7:35:00 AM,5/26/2025 8:10:00 AM,LumiShort,Stop loss,($290.00),$5815.00,$0.00,$0.00,$0.00,$0.00,$0.00,$290.00,$90.00,$380.00,8,
97,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,21913.75,21877.25,5/27/2025 2:35:00 PM,5/27/2025 3:35:00 PM,LumiShort,Profit target,$730.00,$6545.00,$0.00,$0.00,$0.00,$0.00,$0.00,$125.00,$730.00,$0.00,13,
